419,REQ
420,DEP
421,DEP
422,REQ
423,REQ
424,EVW
425,EVW
426,VAL
427,EVW
428,RIV
429,EVW
430,RIV
431,RIV
432,EVW
433,DEP
434,SCO
435,VAL
436,CON
437,REQ
438,EVW
439,CON
440,EVW
441,PRE
442,REQ
443,DEP
444,VAL
445,DEP
446,EVW
447,REQ
448,EVW
449,REQ
450,EVW
451,VAL
452,CON
453,SCO
454,REQ
455,EVW
456,DEP
457,RIV
458,PRE
459,SCO
460,VAL
461,REQ
462,CON
463,SCO
464,SCO
465,REQ
466,EVW
467,REQ
468,EVW
469,EVW
470,RIV
471,CON
472,REQ
473,SCO
474,PRE
475,DEP
476,REQ
477,SCO
478,REQ
479,EVW
480,PRE
481,PRE
482,SCO
483,PRE
484,PRE
485,RIV
486,EVW
487,RIV
488,SCO
489,EVW
490,EVW
491,VAL
492,VAL
493,EVW
494,EVW
495,SCO
496,DEP
497,EVW
498,REQ
499,EVW
500,SCO
501,EVW
502,REQ
503,REQ
504,REQ
505,SCO
506,EVW
507,SCO
508,PRE
509,EVW
510,PRE
511,PRE
512,REQ
513,SCO
514,EVW
515,EVW
516,REQ
517,REQ
518,SCO
519,RIV
520,REQ
521,RIV
522,PRE
523,REQ
524,EVW
525,REQ
526,DEP
527,EVW
528,DEP
529,RIV
530,EVW
531,EVW
532,REQ
533,VAL
534,VAL
535,VAL
536,REQ
537,DEP
538,RIV
539,SCO
540,REQ
541,REQ
542,PRE
543,REQ
544,REQ
545,EVW
546,PRE
547,PRE
548,REQ
549,REQ
550,EVW
551,EVW
552,DEP
553,SCO
554,DEP
555,REQ
556,VAL
557,REQ
558,DEP
559,EVW
560,SCO
561,RIV
562,SCO
563,REQ
564,VAL
565,CON
566,DEP
567,SCO
568,EVW
569,REQ
570,SCO
571,PRE
572,PRE
573,SCO
574,REQ
575,PRE
576,REQ
577,PRE
578,VAL
579,REQ
580,PRE
581,RIV
582,REQ
583,DEP
584,DEP
585,CON
586,PRE
587,EVW
588,REQ
589,REQ
590,EVW
591,DEP
592,RIV
593,REQ
594,REQ
595,EVW
596,SCO
597,PRE
598,REQ
599,VAL
